lint,[mirror] This is a linter for Go source code.
username,timestamp,url,sha,message
SamWhited,2019-08-22 15:21:36,https://api.github.com/repos/golang/lint/git/commits/414d861bb4acf565ff8cb05f9906a2283b7dc75a,414d861bb4acf565ff8cb05f9906a2283b7dc75a,"lint: remove the var decl check

Removes the var decl check which often fires when the type is required
for documentation purposes. For example, when an enumerated list of
pre-defined values of a certain type is created, it may be desirable to
group those values under the type itself in the docs. If the type is
infered, godoc will not group them, but if the type is manually listed
they will be placed in the correct location.

Since this lint is not an important stylistic consideration and
frequently produces false positives, removing it is consistent with the
scope of lints in this project.

Fixes golang/lint#429

Change-Id: I2afd928eae0bb11b39886c045556cda0771e3af5
Reviewed-on: https://go-review.googlesource.com/c/lint/+/191317
Run-TryBot: Sam Whited <sam@samwhited.com>
TryBot-Result: Gobot Gobot <gobot@golang.org>
Reviewed-by: Andrew Bonventre <andybons@golang.org>"
tehsphinx,2019-04-09 20:23:51,https://api.github.com/repos/golang/lint/git/commits/959b441ac422379a43da2230f62be024250818b0,959b441ac422379a43da2230f62be024250818b0,"Improve installation instructions for Go beginners

As a mentor at `exercism.io` I have to explain again and again how to install `golint`. Being new to Go they don't know where `golint` is installed and how to get it to work if they get the error message: `command not found`.

Change-Id: I44b7bedefe3a8c167ac5f956fde28fed6f7616fa
GitHub-Last-Rev: 41b2d10ab53ac583fde853363077fafd8d9e44c6
GitHub-Pull-Request: golang/lint#445
Reviewed-on: https://go-review.googlesource.com/c/lint/+/170278
Reviewed-by: Brad Fitzpatrick <bradfitz@golang.org>"
matloob,2019-03-08 20:26:00,https://api.github.com/repos/golang/lint/git/commits/d0100b6bd8b389f0385611eb39152c4d7c3a7905,d0100b6bd8b389f0385611eb39152c4d7c3a7905,"all: re-introduce go.mod and go.sum files

Now that tools' dependencies have been cleaned up in golang.org/cl/160837, lint
doesn't have any transitive dependencies on modules that import it using the
wrong path. It is now safe to reintroduce a go.mod file to this repo. I've
checked using dmitshur's instructions in
https://github.com/golang/lint/issues/436#issuecomment-469048301 that lint only
appears with its canonical module path in the build list.

Updates golang/lint#436

Change-Id: I6343aa103408b20562e17ea019602b159b899fc6
Reviewed-on: https://go-review.googlesource.com/c/lint/+/166278
Run-TryBot: Michael Matloob <matloob@golang.org>
Reviewed-by: Dmitri Shuralyov <dmitshur@golang.org>"
dmitshur,2019-03-01 23:11:52,https://api.github.com/repos/golang/lint/git/commits/5614ed5bae6fb75893070bdc0996a68765fdd275,5614ed5bae6fb75893070bdc0996a68765fdd275,"Revert ""all: add a go.mod file""

This reverts commit 5b3e6a55c961c61f4836ae6868c17b070744c590.

Adding a go.mod file has started to cause go get -u golang.org/x/lint
to fail in module mode. This is issue golang/lint#436. Remove the
go.mod file for now in order to resolve the issue. We will re-add
the go.mod file to this repository again when it's a better time
to do so.

Change-Id: I9d63410de03ddca617ddb5ef86effba9f6bd3577
Reviewed-on: https://go-review.googlesource.com/c/164641
Run-TryBot: Dmitri Shuralyov <dmitshur@golang.org>
Reviewed-by: Heschi Kreinick <heschi@google.com>
TryBot-Result: Gobot Gobot <gobot@golang.org>"
matloob,2019-02-15 22:05:27,https://api.github.com/repos/golang/lint/git/commits/5b3e6a55c961c61f4836ae6868c17b070744c590,5b3e6a55c961c61f4836ae6868c17b070744c590,"all: add a go.mod file

This change adds a go.mod and go.sum file to this repo, following the
requirements stated in bcmills's comment here:
https://golang.org/issue/28136#issuecomment-462971974. It's
important to note that we will not be
adding versions to the repo for now.

The change was generated by running ""go mod init"" and ""go mod tidy"" using Go
1.11.5 in the top-level directory of the repository.

Updates golang/go#28136

Change-Id: I5bdb5ea44cd65042afeef675a0c3bfaa6d3c65ea
Reviewed-on: https://go-review.googlesource.com/c/162913
Run-TryBot: Michael Matloob <matloob@golang.org>
TryBot-Result: Gobot Gobot <gobot@golang.org>
Reviewed-by: Dmitri Shuralyov <dmitshur@golang.org>"
matloob,2018-12-14 23:25:17,https://api.github.com/repos/golang/lint/git/commits/8f45f776aaf18cebc8d65861cc70c33c60471952,8f45f776aaf18cebc8d65861cc70c33c60471952,"go/lint: only report kBlah error for constants and top level vars

The error for variables that start with k followed by a variable name,
such as ""kBlah"", has a lot of false positives. It's intended to avoid
cases where users try to follow the Google C++ style guide or hungarian
notation for constants. So it should only be reported for constants and
top-level variables because those are the cases where users make this
mistake.

Change-Id: I7e862dbc1013707b6b9ebaa72ee07fb623dd0ce8
Reviewed-on: https://go-review.googlesource.com/c/154339
Reviewed-by: Heschi Kreinick <heschi@google.com>
Reviewed-by: Rebecca Stambler <rstambler@golang.org>
Run-TryBot: Heschi Kreinick <heschi@google.com>
TryBot-Result: Gobot Gobot <gobot@golang.org>"
matloob,2018-12-07 00:22:42,https://api.github.com/repos/golang/lint/git/commits/93c0bb5c83939f89e6238cefd42de38f33734409,93c0bb5c83939f89e6238cefd42de38f33734409,"all: allow ALL_CAPS names if there's only one letter

This lets a name such as V1_10_5 through without giving the ALL_CAPS error.

Change-Id: I69576d21118f0858e6a30374b8037e28d133833a
Reviewed-on: https://go-review.googlesource.com/c/152979
Run-TryBot: Michael Matloob <matloob@golang.org>
TryBot-Result: Gobot Gobot <gobot@golang.org>
Reviewed-by: Ian Lance Taylor <iant@golang.org>"
bradfitz,2018-10-11 21:19:06,https://api.github.com/repos/golang/lint/git/commits/c67002cb31c3a748b7688c27f20d8358b4193582,c67002cb31c3a748b7688c27f20d8358b4193582,"cmd/golint: only enforce import path for go1.12+

Change-Id: I7831597c0e99f3b1bf54357f13c69b5cf97ee3d4
Reviewed-on: https://go-review.googlesource.com/c/141657
Reviewed-by: Filippo Valsorda <filippo@golang.org>
Reviewed-by: Andrew Bonventre <andybons@golang.org>"
andybons,2018-10-23 15:53:25,https://api.github.com/repos/golang/lint/git/commits/1baf3a9d7d675b3c7e974b7a00ded54b88a88379,1baf3a9d7d675b3c7e974b7a00ded54b88a88379,"all: remove 1.8 and 1.9 from Travis builds

1.8 no longer compiles, and 1.9 is no longer supported.

Change-Id: I85cd9fb22dfac97486cf4e4e02cdc936af41cc31
Reviewed-on: https://go-review.googlesource.com/c/144179
Reviewed-by: Brad Fitzpatrick <bradfitz@golang.org>
Reviewed-by: Dmitri Shuralyov <dmitshur@golang.org>"
azillion,2018-10-23 00:52:00,https://api.github.com/repos/golang/lint/git/commits/c2de83ec178541a30f8e683a40a6ac778777841a,c2de83ec178541a30f8e683a40a6ac778777841a,"Add Go 1.10 and 1.11 to Travis

Change-Id: Ic99795cb521e8e9c1124b05628fec41c176ded25
GitHub-Last-Rev: c297132ab1723a19cbe2fa296bde03dd55144fe8
GitHub-Pull-Request: golang/lint#420
Reviewed-on: https://go-review.googlesource.com/c/143546
Reviewed-by: Brad Fitzpatrick <bradfitz@golang.org>"
