og-equity-compensation,"Stock options, RSUs, taxes — read the latest edition: www.holloway.com/g/equity-compensation"
username,timestamp,url,sha,message
jlevy,2018-10-22 20:59:46,https://api.github.com/repos/jlevy/og-equity-compensation/git/commits/fdae1df84c835a94f914ee02b00c07ab7f1b9f26,fdae1df84c835a94f914ee02b00c07ab7f1b9f26,"Merge pull request #201 from ph-saya/master

Update income brackets year"
ph-saya,2018-09-18 04:24:16,https://api.github.com/repos/jlevy/og-equity-compensation/git/commits/62ea1b7488643e04bd55fa09f0c3fba12dac45b9,62ea1b7488643e04bd55fa09f0c3fba12dac45b9,"Update income brackets year 

Continue to use the Tax Foundation's explanation while using the current year's brackets."
jlevy,2018-07-14 19:44:32,https://api.github.com/repos/jlevy/og-equity-compensation/git/commits/71302d88f6c98a770a9528ea1db8c1dbb8372440,71302d88f6c98a770a9528ea1db8c1dbb8372440,"Merge pull request #106 from acjay/patch-1

add question about liquidation overhang"
jlevy,2018-07-14 19:43:47,https://api.github.com/repos/jlevy/og-equity-compensation/git/commits/6b42dd98c64c463551afc31ae0d04530035ea5a6,6b42dd98c64c463551afc31ae0d04530035ea5a6,Merge branch 'master' into patch-1
jlevy,2018-07-14 19:41:15,https://api.github.com/repos/jlevy/og-equity-compensation/git/commits/9fbaca726e21f2ed68a117afb8627718bc934eca,9fbaca726e21f2ed68a117afb8627718bc934eca,"Merge pull request #107 from acjay/patch-2

add question about extended exercise windows"
acjay,2018-07-09 05:25:50,https://api.github.com/repos/jlevy/og-equity-compensation/git/commits/9ad3b9251375de763447702e7336e4aacf7a1ead,9ad3b9251375de763447702e7336e4aacf7a1ead,add question about extended exercise windows
acjay,2018-07-09 05:21:10,https://api.github.com/repos/jlevy/og-equity-compensation/git/commits/30ee249c95e1321539eacaf889086d3d1990e76b,30ee249c95e1321539eacaf889086d3d1990e76b,add question about liquidation overhang
jlevy,2018-06-18 19:05:28,https://api.github.com/repos/jlevy/og-equity-compensation/git/commits/41a2ca5f7de6d37182be894a5cb38d53c3f3aaac,41a2ca5f7de6d37182be894a5cb38d53c3f3aaac,Formatting fixes.
jlevy,2018-06-18 18:34:55,https://api.github.com/repos/jlevy/og-equity-compensation/git/commits/36e846dc746acf170fc848e1f42f47a87775b6a8,36e846dc746acf170fc848e1f42f47a87775b6a8,"Merge pull request #92 from jlevy/flowmark-master

Flowmark on master"
jlevy,2018-06-18 18:29:38,https://api.github.com/repos/jlevy/og-equity-compensation/git/commits/e55e9541dab6001b606546641440c3a3629e4e05,e55e9541dab6001b606546641440c3a3629e4e05,Flowmark v0.3.1.
jlevy,2018-05-14 19:22:52,https://api.github.com/repos/jlevy/og-equity-compensation/git/commits/19969052388812ab24a9ae6915b1f895e66e3740,19969052388812ab24a9ae6915b1f895e66e3740,"Merge pull request #89 from jlevy/rachels-cool-fixes

copy-edit"
RacheltheEditor,2018-05-14 15:22:36,https://api.github.com/repos/jlevy/og-equity-compensation/git/commits/b11af810b78d71e9eafc6cc58d1f6f781bc26ea5,b11af810b78d71e9eafc6cc58d1f6f781bc26ea5,"copy-edit

Single copy-edit for practice"
jlevy,2018-05-12 00:36:15,https://api.github.com/repos/jlevy/og-equity-compensation/git/commits/27a0a87da061a5a84ce26500274556f4bcb39dbc,27a0a87da061a5a84ce26500274556f4bcb39dbc,"Merge pull request #87 from egonSchiele/patch-1

Fix markdown syntax"
egonSchiele,2018-05-11 16:51:57,https://api.github.com/repos/jlevy/og-equity-compensation/git/commits/2314de7449955ecc5c355e9c2646394f9c0e7935,2314de7449955ecc5c355e9c2646394f9c0e7935,"Fix markdown syntax

There was a space between the brackets and parentheses in two places, causing raw markdown syntax to be displayed instead of linked text"
jlevy,2018-05-07 01:05:13,https://api.github.com/repos/jlevy/og-equity-compensation/git/commits/2726735bf2f39c84e298ea2d44729a2470aa4641,2726735bf2f39c84e298ea2d44729a2470aa4641,"Merge pull request #85 from jlevy/RacheltheEditor-patch-2

Further copy-edits (complete body)"
jlevy,2018-05-07 00:53:53,https://api.github.com/repos/jlevy/og-equity-compensation/git/commits/c7ba8a342bc294de9ed95fbebb63b338b4c05c55,c7ba8a342bc294de9ed95fbebb63b338b4c05c55,Clarify purpose of RSUs.
jlevy,2018-05-07 00:49:27,https://api.github.com/repos/jlevy/og-equity-compensation/git/commits/096c6d095ed85f620c6ac510d1569a6b838ab855,096c6d095ed85f620c6ac510d1569a6b838ab855,Clarify language about 90 day exercise.
RacheltheEditor,2018-05-07 00:12:32,https://api.github.com/repos/jlevy/og-equity-compensation/git/commits/8030c12bdfd12822fc93512aff15806424bf8d39,8030c12bdfd12822fc93512aff15806424bf8d39,Further copy-edits (complete body)
